transaction_id,customer_id,amount,transaction_type,country,hour,is_fraud
TX_000518,CUST_0048,742.59,card,US,11,0
TX_000519,CUST_0085,1958.74,crypto,UA,6,0
TX_000520,CUST_0039,324.93,wire,PL,15,0
TX_000521,CUST_0100,379.92,wire,US,22,0
TX_000522,CUST_0033,92.16,cash,PL,22,0
TX_000523,CUST_0094,141.78,card,DE,12,0
TX_000524,CUST_0023,911.78,wire,PL,22,0
TX_000525,CUST_0010,220.17,wire,DE,2,0
TX_000526,CUST_0069,876.7,wire,PL,14,0
TX_000527,CUST_0100,617.24,wire,NG,2,0
TX_000528,CUST_0034,97.5,wire,PL,6,0
TX_000529,CUST_0052,354.08,crypto,PL,17,0
TX_000530,CUST_0095,565.65,wire,PL,13,0
TX_000531,CUST_0010,133.96,card,GB,17,0
TX_000532,CUST_0019,888.01,wire,RU,18,0
TX_000533,CUST_0058,393.54,card,US,13,0
TX_000534,CUST_0096,90.31,card,GB,19,0
TX_000535,CUST_0001,437.32,wire,GB,5,0
TX_000536,CUST_0069,4079.42,card,US,7,0
TX_000537,CUST_0004,81.57,wire,PL,6,0
TX_000538,CUST_0016,848.47,crypto,GB,19,0
TX_000539,CUST_0024,116.16,crypto,PL,17,0
TX_000540,CUST_0080,762.52,wire,US,17,0
TX_000541,CUST_0002,663.22,wire,UA,14,0
TX_000542,CUST_0092,178.69,wire,US,19,0
TX_000543,CUST_0032,197.13,card,DE,21,0
TX_000544,CUST_0091,786.36,wire,RU,18,0
TX_000545,CUST_0084,309.43,wire,NG,21,0
TX_000546,CUST_0024,656.18,wire,PL,20,0
TX_000547,CUST_0012,1601.6,wire,NG,20,1
TX_000548,CUST_0050,957.16,card,RU,1,0
TX_000549,CUST_0035,620.46,wire,NG,7,0
TX_000550,CUST_0033,1187.27,card,PL,20,0
TX_000551,CUST_0033,71.0,wire,PL,10,0
TX_000552,CUST_0061,449.49,wire,PL,17,0
TX_000553,CUST_0051,457.05,card,PL,22,0
TX_000554,CUST_0043,218.06,cash,GB,12,0
TX_000555,CUST_0012,306.68,card,US,8,0
TX_000556,CUST_0067,19.36,wire,UA,8,0
TX_000557,CUST_0065,684.94,wire,DE,16,0
TX_000558,CUST_0033,398.5,crypto,US,6,0
TX_000559,CUST_0040,29.74,wire,PL,8,0
TX_000560,CUST_0074,570.9,wire,PL,21,0
TX_000561,CUST_0043,314.41,crypto,DE,0,0
TX_000562,CUST_0044,17.53,crypto,PL,1,0
TX_000563,CUST_0029,1746.78,cash,DE,3,0
TX_000564,CUST_0013,1489.07,cash,PL,13,0
TX_000565,CUST_0012,7193.0,crypto,UA,3,1
TX_000566,CUST_0095,49.18,wire,PL,1,0
TX_000567,CUST_0046,702.48,wire,US,7,0
TX_000568,CUST_0002,338.57,card,PL,17,0
TX_000569,CUST_0035,180.09,card,GB,18,0
TX_000570,CUST_0087,338.06,wire,PL,13,0
TX_000571,CUST_0081,369.54,wire,US,19,0
TX_000572,CUST_0090,413.58,wire,GB,9,0
TX_000573,CUST_0008,291.0,card,GB,16,0
TX_000574,CUST_0093,465.39,wire,GB,7,0
TX_000575,CUST_0026,1255.02,wire,PL,13,0
TX_000576,CUST_0074,224.92,card,PL,20,0
TX_000577,CUST_0090,646.8,card,DE,22,0
TX_000578,CUST_0034,1124.3,wire,PL,7,0
TX_000579,CUST_0007,304.38,card,PL,4,0
TX_000580,CUST_0068,293.0,card,GB,15,0
TX_000581,CUST_0058,460.8,wire,DE,7,0
TX_000582,CUST_0075,447.52,wire,RU,9,0
TX_000583,CUST_0029,821.47,wire,GB,7,0
TX_000584,CUST_0036,323.59,wire,UA,8,0
TX_000585,CUST_0089,2776.34,cash,UA,17,0
TX_000586,CUST_0021,30.66,wire,US,2,0
TX_000587,CUST_0036,1.59,card,PL,16,0
TX_000588,CUST_0010,511.1,wire,PL,19,0
TX_000589,CUST_0073,177.22,wire,NG,14,0
TX_000590,CUST_0024,137.47,card,GB,20,0
TX_000591,CUST_0064,186.91,wire,GB,16,0
TX_000592,CUST_0099,147.89,wire,DE,7,0
TX_000593,CUST_0049,15.64,wire,GB,1,0
TX_000594,CUST_0099,1779.51,wire,PL,16,0
TX_000595,CUST_0036,124.71,card,PL,17,0
TX_000596,CUST_0082,662.19,wire,DE,4,0
TX_000597,CUST_0096,719.0,crypto,DE,8,0
TX_000598,CUST_0024,1324.35,card,PL,8,0
TX_000599,CUST_0023,15.51,wire,PL,1,0
TX_000600,CUST_0062,1028.05,wire,PL,1,0
TX_000601,CUST_0096,374.57,wire,DE,18,0
TX_000602,CUST_0037,500.58,card,US,22,0
TX_000603,CUST_0012,517.07,wire,UA,2,0
TX_000604,CUST_0055,856.84,crypto,PL,16,0
TX_000605,CUST_0013,202.79,wire,DE,13,0
TX_000606,CUST_0023,660.35,crypto,UA,13,0
TX_000607,CUST_0089,376.0,wire,DE,13,0
TX_000608,CUST_0099,788.47,crypto,PL,5,0
TX_000609,CUST_0030,2330.66,wire,RU,2,0
TX_000610,CUST_0017,111.98,wire,NG,0,0
TX_000611,CUST_0062,2615.2,wire,PL,15,0
TX_000612,CUST_0084,47.05,wire,PL,3,0
TX_000613,CUST_0089,1.16,cash,DE,0,0
TX_000614,CUST_0086,22.58,wire,DE,16,0
TX_000615,CUST_0013,209.11,wire,PL,17,0
TX_000616,CUST_0059,501.07,card,PL,7,0
TX_000617,CUST_0019,35.76,wire,PL,1,0
TX_000618,CUST_0049,2.84,card,NG,17,0
TX_000619,CUST_0100,1383.03,card,US,15,0
TX_000620,CUST_0012,862.78,wire,UA,9,0
TX_000621,CUST_0061,828.22,cash,GB,7,0
TX_000622,CUST_0019,1078.91,wire,PL,11,0
TX_000623,CUST_0076,602.04,wire,GB,21,0
TX_000624,CUST_0009,55.13,card,DE,15,0
TX_000625,CUST_0071,254.66,card,PL,11,0
TX_000626,CUST_0028,642.14,wire,GB,10,0
TX_000627,CUST_0078,164.48,card,GB,19,0
TX_000628,CUST_0095,581.43,wire,GB,18,0
TX_000629,CUST_0052,12.4,wire,PL,0,0
TX_000630,CUST_0083,182.74,crypto,NG,2,0
TX_000631,CUST_0016,398.29,wire,NG,11,0
TX_000632,CUST_0069,499.96,wire,PL,8,0
TX_000633,CUST_0099,430.24,crypto,PL,20,0
TX_000634,CUST_0012,598.26,cash,PL,21,0
TX_000635,CUST_0025,3.05,wire,NG,4,0
TX_000636,CUST_0052,53.2,card,DE,0,0
TX_000637,CUST_0085,1016.07,card,PL,9,0
TX_000638,CUST_0100,572.46,cash,PL,16,0
TX_000639,CUST_0053,59.92,crypto,PL,3,0
TX_000640,CUST_0023,922.82,wire,UA,14,0
TX_000641,CUST_0016,138.69,wire,DE,18,0
TX_000642,CUST_0057,325.29,wire,NG,7,0
TX_000643,CUST_0039,78.44,card,UA,22,0
TX_000644,CUST_0053,619.13,card,US,14,0
TX_000645,CUST_0042,549.59,card,PL,6,0
TX_000646,CUST_0058,118.57,cash,PL,14,0
TX_000647,CUST_0039,995.35,wire,DE,7,0
TX_000648,CUST_0014,256.5,wire,PL,22,0
TX_000649,CUST_0095,173.02,wire,PL,9,0
TX_000650,CUST_0005,82.63,wire,NG,17,0
TX_000651,CUST_0035,154.74,wire,DE,3,0
TX_000652,CUST_0087,11.14,wire,PL,14,0
TX_000653,CUST_0093,437.64,card,PL,10,0
TX_000654,CUST_0075,923.31,crypto,PL,21,0
TX_000655,CUST_0018,398.12,card,NG,2,0
TX_000656,CUST_0076,123.77,card,PL,14,0
TX_000657,CUST_0009,17.12,wire,PL,2,0
TX_000658,CUST_0074,120.8,card,UA,14,0
TX_000659,CUST_0058,269.03,card,PL,5,0
TX_000660,CUST_0017,712.75,card,PL,0,0
TX_000661,CUST_0007,104.03,wire,PL,13,0
TX_000662,CUST_0046,636.11,wire,PL,15,0
TX_000663,CUST_0013,1008.45,wire,PL,0,0
TX_000664,CUST_0040,302.52,card,PL,20,0
TX_000665,CUST_0042,861.39,crypto,GB,16,0
TX_000666,CUST_0009,404.46,crypto,PL,7,0
TX_000667,CUST_0050,506.8,wire,US,17,0
TX_000668,CUST_0027,373.57,card,US,15,0
TX_000669,CUST_0066,311.04,cash,DE,5,0
TX_000670,CUST_0005,133.71,wire,PL,9,0
TX_000671,CUST_0029,180.62,wire,PL,9,0
TX_000672,CUST_0037,171.22,cash,US,4,0
TX_000673,CUST_0038,414.24,wire,RU,11,0
TX_000674,CUST_0083,63.89,cash,UA,19,0
TX_000675,CUST_0008,1243.2,cash,PL,16,0
TX_000676,CUST_0065,637.65,card,GB,13,0
TX_000677,CUST_0086,256.62,crypto,PL,13,0
TX_000678,CUST_0017,86.36,card,PL,2,0
TX_000679,CUST_0071,1068.5,card,DE,11,0
TX_000680,CUST_0089,868.01,wire,PL,19,0
TX_000681,CUST_0045,639.57,wire,DE,17,0
TX_000682,CUST_0004,158.42,wire,US,11,0
TX_000683,CUST_0036,257.46,card,GB,1,0
TX_000684,CUST_0070,54.21,wire,GB,1,0
TX_000685,CUST_0031,104.77,wire,DE,16,0
TX_000686,CUST_0019,763.97,wire,RU,9,0
TX_000687,CUST_0061,627.7,card,PL,17,0
TX_000688,CUST_0054,450.07,cash,DE,21,0
TX_000689,CUST_0039,1130.37,cash,PL,18,0
TX_000690,CUST_0091,437.65,wire,PL,20,0
TX_000691,CUST_0074,314.59,crypto,PL,0,0
TX_000692,CUST_0090,208.04,card,DE,23,0
TX_000693,CUST_0019,1410.46,card,DE,3,0
TX_000694,CUST_0039,43.17,card,GB,3,0
TX_000695,CUST_0067,1336.01,wire,PL,1,0
TX_000696,CUST_0045,17528.2,cash,NG,18,1
TX_000697,CUST_0013,69.59,wire,US,20,0
TX_000698,CUST_0092,416.19,wire,DE,11,0
TX_000699,CUST_0058,1007.01,card,RU,9,0
TX_000700,CUST_0020,424.09,wire,PL,12,0
TX_000701,CUST_0092,1188.65,wire,GB,21,0
TX_000702,CUST_0072,1432.21,card,DE,22,0
TX_000703,CUST_0061,274.42,wire,NG,19,0
TX_000704,CUST_0039,236.86,card,RU,22,0
TX_000705,CUST_0001,1376.95,card,GB,14,0
TX_000706,CUST_0003,562.18,card,US,2,0
TX_000707,CUST_0077,61.66,card,PL,22,0
TX_000708,CUST_0092,21.61,card,PL,19,0
TX_000709,CUST_0062,415.78,card,DE,12,0
TX_000710,CUST_0063,1330.85,card,DE,7,0
TX_000711,CUST_0025,929.75,card,PL,6,0
TX_000712,CUST_0056,563.27,card,GB,23,0
TX_000713,CUST_0033,74.9,crypto,DE,7,0
TX_000714,CUST_0038,146.67,wire,NG,17,0
TX_000715,CUST_0006,1041.77,wire,GB,8,0
TX_000716,CUST_0058,100.94,cash,DE,5,0
TX_000717,CUST_0044,163.17,wire,GB,3,0
TX_000718,CUST_0045,69.4,wire,DE,14,0
TX_000719,CUST_0032,563.67,card,GB,4,0
TX_000720,CUST_0045,1441.04,wire,PL,4,0
TX_000721,CUST_0061,156.65,wire,PL,6,0
TX_000722,CUST_0047,322.57,cash,DE,8,0
TX_000723,CUST_0021,503.03,card,DE,6,0
TX_000724,CUST_0080,3767.79,wire,DE,8,0
TX_000725,CUST_0085,55.36,cash,DE,19,0
TX_000726,CUST_0075,345.15,cash,PL,9,0
TX_000727,CUST_0036,243.16,wire,GB,3,0
TX_000728,CUST_0099,1004.29,wire,DE,5,0
TX_000729,CUST_0019,323.1,crypto,DE,23,0
TX_000730,CUST_0020,58.82,card,UA,13,0
TX_000731,CUST_0057,503.14,card,US,8,0
TX_000732,CUST_0018,736.54,crypto,NG,0,0
TX_000733,CUST_0047,1.44,card,DE,16,0
TX_000734,CUST_0049,979.34,wire,PL,12,0
TX_000735,CUST_0014,102.91,card,DE,23,0
TX_000736,CUST_0015,401.56,wire,DE,6,0
TX_000737,CUST_0031,268.75,card,GB,8,0
TX_000738,CUST_0001,12717.4,card,RU,10,1
TX_000739,CUST_0054,231.94,wire,NG,2,0
TX_000740,CUST_0003,1019.2,card,DE,11,0
TX_000741,CUST_0016,655.59,wire,NG,20,0
TX_000742,CUST_0087,521.65,wire,PL,2,0
TX_000743,CUST_0057,795.41,card,GB,14,0
TX_000744,CUST_0075,701.26,wire,GB,20,0
TX_000745,CUST_0012,18.3,card,NG,9,0
TX_000746,CUST_0074,251.04,wire,PL,0,0
TX_000747,CUST_0096,1335.43,card,PL,13,0
TX_000748,CUST_0016,67.18,crypto,UA,19,0
TX_000749,CUST_0072,667.98,card,PL,5,0
TX_000750,CUST_0076,1836.34,wire,PL,1,0
TX_000751,CUST_0024,26.81,cash,PL,22,0
TX_000752,CUST_0028,573.16,wire,DE,7,0
TX_000753,CUST_0008,315.7,wire,DE,0,0
TX_000754,CUST_0092,432.77,wire,PL,3,0
TX_000755,CUST_0036,44.6,wire,PL,3,0
TX_000756,CUST_0090,21.98,cash,DE,4,0
TX_000757,CUST_0008,549.61,wire,DE,19,0
TX_000758,CUST_0058,866.68,card,PL,8,0
TX_000759,CUST_0060,761.67,card,PL,22,0
TX_000760,CUST_0050,392.42,wire,GB,12,0
TX_000761,CUST_0028,52.61,card,NG,17,0
TX_000762,CUST_0092,582.45,wire,NG,16,0
TX_000763,CUST_0041,138.46,wire,GB,0,0
TX_000764,CUST_0100,1209.95,wire,PL,21,0
TX_000765,CUST_0064,910.9,cash,UA,14,0
TX_000766,CUST_0027,617.87,cash,DE,1,0
TX_000767,CUST_0063,1486.46,wire,RU,15,0
TX_000768,CUST_0017,15.96,wire,PL,19,0
TX_000769,CUST_0073,666.28,card,RU,21,0
TX_000770,CUST_0033,200.42,wire,DE,4,0
TX_000771,CUST_0084,1182.58,crypto,PL,21,0
TX_000772,CUST_0077,155.08,card,US,18,0
TX_000773,CUST_0092,645.23,wire,PL,4,0
TX_000774,CUST_0029,1050.42,crypto,PL,1,0
TX_000775,CUST_0013,21.27,wire,PL,6,0
TX_000776,CUST_0046,253.46,cash,PL,2,0
TX_000777,CUST_0035,718.39,cash,PL,16,0
TX_000778,CUST_0006,303.41,wire,GB,23,0
TX_000779,CUST_0082,155.48,wire,DE,23,0
TX_000780,CUST_0069,124.11,cash,DE,2,0
TX_000781,CUST_0047,70.5,cash,PL,12,0
TX_000782,CUST_0025,972.91,wire,RU,6,0
TX_000783,CUST_0066,428.25,crypto,US,23,0
TX_000784,CUST_0010,39.73,wire,RU,2,0
TX_000785,CUST_0056,4822.0,wire,RU,14,1
TX_000786,CUST_0030,229.22,crypto,GB,17,0
TX_000787,CUST_0005,100.29,wire,GB,9,0
TX_000788,CUST_0033,285.91,cash,UA,22,0
TX_000789,CUST_0065,201.81,wire,PL,6,0
TX_000790,CUST_0018,209.13,card,RU,8,0
TX_000791,CUST_0096,671.67,wire,DE,4,0
TX_000792,CUST_0049,126.33,card,US,19,0
TX_000793,CUST_0011,513.42,card,GB,7,0
TX_000794,CUST_0085,422.74,wire,US,13,0
TX_000795,CUST_0026,419.77,card,GB,3,0
TX_000796,CUST_0063,543.85,wire,PL,19,0
TX_000797,CUST_0089,397.46,wire,PL,13,0
TX_000798,CUST_0086,1057.04,crypto,PL,11,0
TX_000799,CUST_0059,562.86,wire,GB,1,0
TX_000800,CUST_0027,395.89,card,GB,12,0
TX_000801,CUST_0049,885.28,card,UA,0,0
TX_000802,CUST_0077,465.89,card,US,19,0
TX_000803,CUST_0033,172.05,wire,US,6,0
TX_000804,CUST_0098,116.03,wire,GB,8,0
TX_000805,CUST_0099,82.63,wire,GB,16,0
TX_000806,CUST_0001,1148.58,card,RU,20,0
TX_000807,CUST_0021,619.17,crypto,UA,22,0
TX_000808,CUST_0055,1385.32,card,PL,12,0
TX_000809,CUST_0006,462.28,wire,UA,22,0
TX_000810,CUST_0092,320.66,wire,DE,9,0
TX_000811,CUST_0081,30.79,wire,PL,15,0
TX_000812,CUST_0069,556.83,wire,GB,5,0
TX_000813,CUST_0095,436.39,wire,DE,15,0
TX_000814,CUST_0005,2313.14,wire,NG,10,0
TX_000815,CUST_0003,136.67,wire,PL,19,0
TX_000816,CUST_0053,378.3,wire,DE,2,0
TX_000817,CUST_0023,526.28,wire,DE,8,0
TX_000818,CUST_0053,517.24,wire,PL,14,0
TX_000819,CUST_0037,411.96,wire,DE,12,0
TX_000820,CUST_0074,750.13,wire,PL,9,0
TX_000821,CUST_0074,114.69,card,PL,19,0
TX_000822,CUST_0083,646.63,wire,PL,23,0
TX_000823,CUST_0017,483.44,wire,PL,12,0
TX_000824,CUST_0085,1132.04,wire,US,16,0
TX_000825,CUST_0078,939.29,wire,PL,6,0
TX_000826,CUST_0073,189.28,wire,RU,5,0
TX_000827,CUST_0001,161.65,wire,US,12,0
TX_000828,CUST_0051,1999.15,card,DE,16,0
TX_000829,CUST_0045,374.61,wire,GB,14,0
TX_000830,CUST_0077,1184.47,wire,US,3,0
TX_000831,CUST_0004,89.49,crypto,US,14,0
TX_000832,CUST_0062,514.76,wire,PL,13,0
TX_000833,CUST_0065,830.0,wire,US,20,0
TX_000834,CUST_0032,1472.47,crypto,GB,10,0
TX_000835,CUST_0034,205.75,crypto,PL,23,0
TX_000836,CUST_0092,645.46,wire,PL,3,0
TX_000837,CUST_0095,386.98,wire,PL,2,0
TX_000838,CUST_0072,31.27,wire,US,1,0
TX_000839,CUST_0039,585.59,wire,DE,19,0
TX_000840,CUST_0026,585.75,card,US,9,0
TX_000841,CUST_0034,1333.98,wire,PL,12,0
TX_000842,CUST_0054,343.89,wire,GB,19,0
TX_000843,CUST_0003,130.85,cash,PL,20,0
TX_000844,CUST_0050,22.79,cash,PL,22,0
TX_000845,CUST_0012,268.62,wire,DE,17,0
TX_000846,CUST_0065,179.71,card,PL,20,0
TX_000847,CUST_0054,715.83,wire,PL,15,0
TX_000848,CUST_0005,218.69,crypto,PL,10,0
TX_000849,CUST_0094,1488.66,wire,DE,9,0
TX_000850,CUST_0094,1639.18,wire,GB,8,0
TX_000851,CUST_0057,484.99,wire,GB,11,0
TX_000852,CUST_0017,1320.15,wire,DE,18,0
TX_000853,CUST_0047,715.34,wire,PL,0,0
TX_000854,CUST_0023,395.78,card,DE,17,0
TX_000855,CUST_0079,99.41,card,US,13,0
TX_000856,CUST_0085,306.8,wire,PL,21,0
TX_000857,CUST_0014,411.48,wire,PL,20,0
TX_000858,CUST_0066,997.41,wire,PL,0,0
TX_000859,CUST_0075,328.25,crypto,US,16,0
TX_000860,CUST_0051,1139.8,cash,PL,10,0
TX_000861,CUST_0038,560.96,cash,GB,19,0
TX_000862,CUST_0064,73.67,crypto,PL,14,0
TX_000863,CUST_0098,2647.3,wire,PL,3,0
TX_000864,CUST_0038,374.58,wire,DE,14,0
TX_000865,CUST_0050,248.67,card,DE,21,0
TX_000866,CUST_0098,538.1,cash,PL,21,0
TX_000867,CUST_0082,57.65,wire,PL,13,0
TX_000868,CUST_0030,506.04,wire,PL,21,0
TX_000869,CUST_0079,344.81,crypto,PL,0,0
TX_000870,CUST_0091,261.01,wire,PL,8,0
TX_000871,CUST_0051,1529.02,wire,NG,6,0
TX_000872,CUST_0063,369.64,card,DE,22,0
TX_000873,CUST_0098,123.67,wire,RU,10,0
TX_000874,CUST_0052,307.13,wire,PL,22,0
TX_000875,CUST_0038,1259.05,card,PL,1,0
TX_000876,CUST_0097,96.85,card,PL,1,0
TX_000877,CUST_0088,120.37,cash,DE,5,0
TX_000878,CUST_0079,6.56,wire,DE,22,0
TX_000879,CUST_0030,7.15,wire,PL,18,0
TX_000880,CUST_0051,884.19,card,US,19,0
TX_000881,CUST_0081,658.61,card,DE,13,0
TX_000882,CUST_0005,219.28,wire,PL,2,0
TX_000883,CUST_0029,599.18,card,PL,6,0
TX_000884,CUST_0004,251.43,wire,DE,6,0
TX_000885,CUST_0010,1527.71,wire,US,3,0
TX_000886,CUST_0056,34128.4,wire,NG,22,1
TX_000887,CUST_0017,249.44,wire,PL,4,0
TX_000888,CUST_0074,962.83,wire,DE,16,0
TX_000889,CUST_0017,741.6,card,PL,3,0
TX_000890,CUST_0084,185.53,card,UA,22,0
TX_000891,CUST_0088,132.01,cash,RU,12,0
TX_000892,CUST_0069,306.46,wire,PL,15,0
TX_000893,CUST_0034,760.14,wire,PL,15,0
TX_000894,CUST_0006,1611.54,wire,RU,1,0
TX_000895,CUST_0053,721.07,wire,PL,17,0
TX_000896,CUST_0066,966.23,card,PL,0,0
TX_000897,CUST_0077,461.99,card,US,17,0
TX_000898,CUST_0043,902.14,card,PL,7,0
TX_000899,CUST_0075,767.21,wire,DE,10,0
TX_000900,CUST_0023,236.59,wire,PL,23,0
TX_000901,CUST_0055,401.47,wire,RU,23,0
TX_000902,CUST_0080,816.75,wire,PL,14,0
TX_000903,CUST_0095,23.58,card,NG,15,0
TX_000904,CUST_0075,825.34,cash,US,16,0
TX_000905,CUST_0016,97.94,wire,PL,16,0
TX_000906,CUST_0008,361.48,card,DE,11,0
TX_000907,CUST_0004,825.85,card,PL,9,0
TX_000908,CUST_0004,146.39,wire,DE,19,0
TX_000909,CUST_0056,141.05,card,GB,5,0
TX_000910,CUST_0025,257.72,wire,DE,7,0
TX_000911,CUST_0067,1125.2,wire,PL,12,0
TX_000912,CUST_0096,0.22,card,UA,1,0
TX_000913,CUST_0067,1158.26,crypto,PL,18,0
TX_000914,CUST_0027,83.5,wire,US,21,0
TX_000915,CUST_0093,2306.92,wire,UA,9,0
TX_000916,CUST_0032,1548.85,crypto,PL,3,0
TX_000917,CUST_0050,341.28,crypto,PL,11,0
TX_000918,CUST_0061,359.46,card,US,17,0
TX_000919,CUST_0051,328.46,wire,US,6,0
TX_000920,CUST_0019,504.54,cash,PL,19,0
TX_000921,CUST_0021,47.55,wire,PL,23,0
TX_000922,CUST_0005,16.58,card,DE,23,0
TX_000923,CUST_0082,29.72,wire,PL,22,0
TX_000924,CUST_0092,293.82,card,PL,3,0
TX_000925,CUST_0042,161.17,wire,PL,6,0
TX_000926,CUST_0061,486.48,wire,PL,9,0
TX_000927,CUST_0022,2442.59,wire,DE,14,0
TX_000928,CUST_0021,244.14,wire,NG,11,0
TX_000929,CUST_0070,426.47,card,UA,0,0
TX_000930,CUST_0001,268.59,crypto,PL,19,0
TX_000931,CUST_0005,939.55,cash,DE,17,0
TX_000932,CUST_0012,1162.6,wire,DE,15,0
TX_000933,CUST_0090,1049.23,card,PL,4,0
TX_000934,CUST_0046,1832.04,card,GB,18,0
TX_000935,CUST_0034,13.95,wire,DE,3,0
TX_000936,CUST_0049,915.72,wire,NG,5,0
TX_000937,CUST_0078,696.7,card,DE,16,0
TX_000938,CUST_0090,129.84,cash,RU,6,0
TX_000939,CUST_0045,1565.43,card,PL,23,0
TX_000940,CUST_0027,80.19,wire,DE,22,0
TX_000941,CUST_0073,569.01,card,PL,6,0
TX_000942,CUST_0026,127.38,wire,GB,8,0
TX_000943,CUST_0047,282.27,card,US,12,0
TX_000944,CUST_0086,634.98,card,GB,19,0
TX_000945,CUST_0056,414.28,wire,US,13,0
TX_000946,CUST_0094,278.87,crypto,GB,15,0
TX_000947,CUST_0063,197.51,wire,PL,22,0
TX_000948,CUST_0048,915.23,cash,DE,8,0
TX_000949,CUST_0061,77.63,wire,UA,14,0
TX_000950,CUST_0081,281.15,wire,RU,4,0
TX_000951,CUST_0026,1170.44,wire,US,17,0
TX_000952,CUST_0036,934.91,wire,PL,20,0
TX_000953,CUST_0001,256.2,wire,PL,19,0
TX_000954,CUST_0008,720.08,card,GB,7,0
TX_000955,CUST_0099,866.26,card,DE,14,0
TX_000956,CUST_0052,1098.61,card,PL,20,0
TX_000957,CUST_0079,393.19,wire,US,8,0
TX_000958,CUST_0047,114.37,card,GB,18,0
TX_000959,CUST_0056,147.39,wire,PL,21,0
TX_000960,CUST_0086,175.27,card,GB,5,0
TX_000961,CUST_0014,450.46,wire,GB,3,0
TX_000962,CUST_0090,16.68,cash,GB,10,0
TX_000963,CUST_0028,505.36,card,GB,9,0
TX_000964,CUST_0087,226.56,card,DE,2,0
TX_000965,CUST_0078,174.95,wire,PL,0,0
TX_000966,CUST_0088,21160.8,wire,RU,11,1
TX_000967,CUST_0002,308.1,wire,PL,22,0
TX_000968,CUST_0026,49.94,crypto,DE,14,0
TX_000969,CUST_0014,876.5,cash,PL,14,0
TX_000970,CUST_0059,24.41,wire,PL,20,0
TX_000971,CUST_0056,12973.599999999999,card,UA,13,1
TX_000972,CUST_0007,743.4,card,PL,6,0
TX_000973,CUST_0003,217.4,card,GB,16,0
TX_000974,CUST_0023,870.88,wire,PL,23,0
TX_000975,CUST_0018,362.48,wire,DE,18,0
TX_000976,CUST_0038,311.15,wire,DE,6,0
TX_000977,CUST_0099,23.23,crypto,PL,2,0
TX_000978,CUST_0015,171.27,wire,GB,2,0
TX_000979,CUST_0064,1336.9,wire,DE,17,0
TX_000980,CUST_0089,248.65,cash,PL,19,0
TX_000981,CUST_0028,395.6,card,PL,21,0
TX_000982,CUST_0074,379.67,crypto,PL,13,0
TX_000983,CUST_0039,446.33,wire,PL,2,0
TX_000984,CUST_0057,31.65,wire,PL,6,0
TX_000985,CUST_0017,224.85,cash,DE,6,0
TX_000986,CUST_0086,642.1,wire,GB,4,0
TX_000987,CUST_0090,111.92,wire,UA,2,0
TX_000988,CUST_0044,113.81,wire,PL,17,0
TX_000989,CUST_0025,5.07,wire,PL,14,0
TX_000990,CUST_0017,287.67,wire,DE,19,0
TX_000991,CUST_0013,1071.66,crypto,PL,13,0
TX_000992,CUST_0084,26.65,cash,PL,3,0
TX_000993,CUST_0025,106.05,cash,GB,23,0
TX_000994,CUST_0068,185.59,wire,PL,7,0
TX_000995,CUST_0010,657.87,wire,GB,20,0
TX_000996,CUST_0067,511.71,wire,PL,12,0
TX_000997,CUST_0018,5377.6,crypto,UA,21,1
TX_000998,CUST_0100,711.62,wire,RU,7,0
TX_000999,CUST_0086,470.33,card,US,14,0
TX_001000,CUST_0034,1131.88,card,PL,16,0
TX_001001,CUST_0008,851.95,wire,GB,4,0
TX_001002,CUST_0040,145.72,wire,GB,19,0
TX_001003,CUST_0083,158.34,cash,UA,3,0
TX_001004,CUST_0042,66.97,cash,DE,10,0
TX_001005,CUST_0041,205.46,wire,US,17,0
TX_001006,CUST_0006,3846.42,wire,PL,9,0
TX_001007,CUST_0052,260.23,cash,DE,16,0
TX_001008,CUST_0026,124.54,wire,GB,14,0
TX_001009,CUST_0064,718.76,wire,PL,5,0
TX_001010,CUST_0098,390.96,wire,PL,22,0
TX_001011,CUST_0059,81.03,card,DE,20,0
TX_001012,CUST_0056,239.57,wire,US,15,0
TX_001013,CUST_0059,267.62,wire,PL,14,0
TX_001014,CUST_0070,700.87,wire,PL,7,0
TX_001015,CUST_0033,10.44,card,PL,8,0
TX_001016,CUST_0053,156.68,cash,US,10,0
TX_001017,CUST_0022,364.49,crypto,PL,1,0
TX_001018,CUST_0021,156.57,crypto,UA,12,0
TX_001019,CUST_0070,495.01,card,PL,3,0
TX_001020,CUST_0070,328.76,wire,US,8,0
TX_001021,CUST_0004,224.48,wire,NG,4,0
TX_001022,CUST_0094,1490.01,cash,PL,18,0
TX_001023,CUST_0075,500.05,wire,PL,21,0
TX_001024,CUST_0062,69.6,wire,GB,2,0
TX_001025,CUST_0062,410.59,card,PL,20,0
TX_001026,CUST_0094,758.73,wire,PL,2,0
TX_001027,CUST_0095,616.34,wire,GB,5,0
TX_001028,CUST_0024,94.42,cash,NG,9,0
TX_001029,CUST_0055,1795.33,crypto,DE,4,0
TX_001030,CUST_0009,297.84,wire,PL,2,0
TX_001031,CUST_0003,86.6,cash,PL,21,0
TX_001032,CUST_0031,99.34,card,PL,23,0
TX_001033,CUST_0040,51.7,card,US,6,0
TX_001034,CUST_0036,16271.800000000001,wire,RU,21,1
TX_001035,CUST_0024,65.07,wire,GB,17,0
TX_001036,CUST_0095,66.84,card,PL,22,0
